carat,cut,color,clarity,depth,table,price,x,y,z
0.73,Very Good,D,SI1,60.2,56,2768,5.83,5.87,3.52
0.32,Ideal,E,VVS1,61.9,55,954,4.38,4.41,2.72
0.33,Ideal,I,SI2,61.2,56,403,4.49,4.5,2.75
1.09,Ideal,I,SI2,60.3,57,4315,6.64,6.7,4.02
0.31,Ideal,E,VS2,60.8,54,872,4.4,4.39,2.67
0.54,Ideal,F,SI2,61,56,1173,5.24,5.29,3.21
0.4,Ideal,E,VVS1,62.6,56,1333,4.7,4.73,2.95
0.41,Ideal,G,IF,62.3,55,1367,4.75,4.78,2.97
2.27,Premium,I,SI2,62.5,59,14937,8.45,8.39,5.26
0.72,Premium,I,SI1,61.5,59,2148,5.73,5.78,3.54
1.5,Premium,E,VS1,62.5,58,16023,7.21,7.28,4.53
0.52,Good,D,VS2,63.5,57,1701,5.08,5.13,3.24
0.54,Premium,E,SI1,62.2,61,1375,5.24,5.15,3.23
1.01,Very Good,E,SI1,63.1,58,5226,6.4,6.31,4.01
0.37,Ideal,G,VVS2,62,56,909,4.62,4.64,2.87
